"YEAR","STATE","RETURNSCOUNT","NUM_BUS_INCOME","SAL&WAGES","UNEMP_COMP_Count","UNEMP_COMP$","NUM_RE_TAXES","AGI","PERC_BUSINESS_RETURN","UNEMP_COMP_PR","PERC_RE","AGI_PR"
2013,"MS",2458630,422140,82817168,129400,500116,449000,113761856,17.1697246027259,203.412469546048,18.2622029341544,46270.4253995111
2013,"MT",954110,149820,32606344,71230,295736,245860,50406864,15.7025919443251,309.960067497458,25.7685172569201,52831.2919893933
2013,"NC",8559160,1376310,340904708,528280,2595228,2400560,470322622,16.0799657910356,303.210595432262,28.0466774776964,54949.6237948584
2013,"ND",714670,93870,31159876,25930,126366,103310,49796360,13.1347335133698,176.817272307499,14.4556228748933,69677.4175493584
2013,"NE",1735770,243560,71657822,64120,234788,435720,102143988,14.0318129706125,135.264464762036,25.1024041203616,58846.4992481723
2013,"NH",1346210,199040,64914940,71590,383298,416490,89089364,14.7852118168785,284.723780093745,30.9379665876795,66177.9098357611
2013,"NJ",8540010,1221770,490961054,782420,6474196,3146810,678581630,14.3064235287781,758.101688405517,36.8478491242984,79459.1142164939
2013,"NM",1779870,247880,61290938,88010,528632,366500,89362914,13.9268598268413,297.005961109519,20.5913915061212,50207.5511132836
2013,"NV",2568170,366250,100167362,205530,1239060,539120,151965878,14.2611275733304,482.468060914971,20.9923797879424,59172.8265652196
2013,"NY",18624470,3080820,932290128,1371630,8124604,4808560,1427198432,16.5417861555255,436.232762596734,25.8185065132055,76630.2843517158
2013,"OH",10954290,1458740,428087962,577800,3107960,2715940,597508250,13.3166092918847,283.720807099319,24.7933914475516,54545.5935528455
2013,"OK",3216300,519360,127010826,114630,542900,668880,183940866,16.1477474116221,168.796443117868,20.7965674843765,57190.2080029848
2013,"OR",3520750,514160,140385754,321530,1808682,1161140,206161068,14.6037065966058,513.720656110204,32.9799048498189,58556.0088049421
2013,"PA",12162230,1510050,527414736,1137910,7248172,3247640,741150626,12.41589741355,595.957484770474,26.7026688362249,60938.7115685199
2013,"RI",1023850,139040,44205386,102840,653236,321390,61758830,13.5801142745519,638.019241099771,31.3903403818919,60320.1933877033
2013,"SC",4156340,618530,150589190,215640,902618,1044730,215111572,14.8816025637941,217.166545566532,25.135816607881,51755.0469884562
2013,"SD",810000,114770,29254708,19050,73956,119680,46405460,14.1691358024691,91.3037037037037,14.7753086419753,57290.6913580247
2013,"TN",5738450,973590,222069534,276640,1167572,1065170,305841610,16.9660796905088,203.46469865556,18.56198102275,53296.9024736645
2013,"TX",23465220,4408070,1066668022,984500,5753718,4592310,1496710822,18.7855472908415,245.201962734634,19.5707093306604,63784.2228626026
2013,"UT",2361410,353850,102381158,109470,487306,777040,141076862,14.9846913496597,206.362300489962,32.9057639291779,59742.6376613972
2013,"VA",7584510,1089600,388100356,291180,1290942,2536520,532941512,14.3661225313171,170.207699640451,33.4434261409109,70267.0985996459
2013,"VT",631370,108910,24203438,44530,178848,165830,35173134,17.2497901389043,283.269715064067,26.265106039248,55709.2259689247
2013,"WA",6489870,844040,317680710,495710,3068386,1888070,448825834,13.0054993397402,472.796219338754,29.0925704212873,69157.9082477769
2013,"WI",5524150,660490,229079074,508980,2236210,1704260,319576116,11.9564095833748,404.806169274911,30.8510811618077,57850.7310626974
2013,"WV",1552380,170470,55146166,121820,586066,232330,75665436,10.9812030559528,377.527409526018,14.9660521264123,48741.5684304101
2013,"WY",557720,79900,24230596,29470,134980,109280,38997814,14.3261851825289,242.02108584953,19.5940615362547,69923.6426880872
2014,"AK",715360,109970,34169146,169580,462844,142600,48753590,15.372679490047,647.008499217177,19.9340192350705,68152.5246029971
2014,"AL",4042890,657620,155165548,143010,427126,858660,217923266,16.2660868833928,105.648682007178,21.2387673174388,53902.8432631113
2014,"AR",2413300,377780,88812498,119830,446100,453730,130888556,15.6540836199395,184.850619483695,18.8012265362781,54236.3386234616
2014,"AZ",5596780,841180,227949918,202630,704020,1409340,333873862,15.0297135138419,125.790186500095,25.1812649416272,59654.6339145008
2014,"CA",34231740,6292550,1763155228,2665650,12190328,9421250,2628777328,18.3822090258923,356.111842401234,27.5219722982238,76793.5643353215
2014,"CO",5029600,863800,246312470,204230,936888,1481730,365597858,17.1743279783681,186.274852871004,29.4601956418005,72689.2512327024
2014,"CT",3456130,533810,214259866,266770,1337922,1307180,328320178,15.4453102169189,387.115646691531,37.8220726650907,94996.4781417366
2014,"DC",665390,115870,41177794,27180,116906,169850,59970890,17.413847517997,175.695456799772,25.52638302349,90128.9319045973
2014,"DE",878250,102550,38471868,45960,183336,252320,55620542,11.6766296612582,208.751494449189,28.7298605180757,63331.1038998007
2014,"FL",18443520,3483600,703368600,542810,1635376,3461080,1178943282,18.8879346241932,88.6694080088833,18.7658321188146,63921.8154668957
2014,"GA",8629130,1772920,369732952,319000,921778,2355270,515245460,20.5457560611556,106.821661048101,27.2944085904373,59710.0124809801
2014,"HI",1339360,200550,55063266,61070,329016,302370,80591632,14.9735694660136,245.651654521563,22.5757078007407,60171.7477003942
2014,"IA",2856080,395800,118794338,176440,685158,753200,173257766,13.858155233747,239.894540769166,26.3718103134366,60662.784655892
2014,"ID",1377470,219060,51265234,85710,282474,351470,76104210,15.9030686693721,205.06726099298,25.5156192149375,55249.2685866117
2014,"IL",12117000,1802800,586855224,663450,3351104,3543410,860246498,14.8782701988941,276.562185359412,29.2432945448543,70995.0068498803
2014,"IN",6088140,781370,242218712,231710,812084,1275610,335172256,12.8342975030141,133.387865587848,20.9523762594158,55053.3095493862
2014,"KS",2640180,380150,112830104,105760,410652,612130,166932388,14.3986394867017,155.539395041247,23.1851616177685,63227.6541750941
2014,"KY",3735940,528110,140966496,191780,680918,867360,199000188,14.1359336606048,182.261492422255,23.2166469482915,53266.4304030579
2014,"LA",3968640,720350,162170150,100860,321630,652990,233791074,18.1510542654411,81.0428761490082,16.4537473794549,58909.6199201742
2014,"MA",6610730,977310,384373162,441630,2795608,2204370,574365076,14.7836925725298,422.889453963481,33.3453340251379,86883.7595847962
2014,"MD",5809540,1056870,308723010,247390,1171436,2131870,429545832,18.1919738912203,201.640061003109,36.6960206832211,73938.0109268548
2014,"ME",1259110,207830,47539452,67720,272928,325810,68709556,16.506103517564,216.762633923962,25.8762141512656,54569.9390839561
2014,"MI",9245450,1340620,369858726,584790,1968648,2270590,538412586,14.5003217799025,212.93155011384,24.5589992915434,58235.4115808316
2014,"MN",5317360,756010,260692604,276540,1371752,1719120,372056948,14.2177697203123,257.976138534912,32.3303293363624,69970.2386146509
2014,"MO",5456590,771350,218571056,272730,800746,1279530,317413514,14.1361179784444,146.74842713123,23.4492604355467,58170.6732593066
2014,"MS",2454770,433790,84821760,86080,260010,436230,117692490,17.6713093283688,105.920310253099,17.7707076426712,47944.4061969146
2014,"MT",964310,151030,34116248,57720,200976,243190,54431256,15.6619759206064,208.414306602649,25.2190685567919,56445.8068463461
2014,"NC",8646340,1417710,354167702,278380,949730,2251250,499019034,16.3966487554272,109.841852159411,26.0370283842643,57714.4819657797
2014,"ND",732570,95920,33764218,21930,91962,99220,54243394,13.0936292777482,125.533396125967,13.5440981749184,74045.3390119715
2014,"NE",1755200,244890,74478790,48880,159720,430100,109036190,13.9522561531449,90.9981768459435,24.5043299908842,62121.8037830447
2014,"NH",1353650,198970,67696826,58720,270012,405390,95235280,14.6987773796772,199.469582240609,29.9479185904776,70354.4343072434
2014,"NJ",8577370,1254480,507993514,584870,3679686,3118100,716240692,14.6254621171758,428.999331963061,36.3526348985761,83503.5322015956
2014,"NM",1793070,248370,63136292,70970,341462,354530,94003432,13.8516622329301,190.43428310105,19.7722342128305,52425.9688690347
2014,"NV",2597780,374550,103662412,165970,703506,525690,160836134,14.4180800529683,270.810461239982,20.2361246910824,61912.915643357
2014,"NY",18799160,3125540,981377916,1035890,4485740,4747520,1533292160,16.6259556278046,238.613852959388,25.2538943229378,81561.7378648833
2014,"OH",11006030,1468800,442740884,448040,1854740,2602640,630629368,13.3454115607535,168.520347482244,23.6474005613287,57298.5325317122
2014,"OK",3235970,526120,131622150,87070,369082,651000,195585868,16.2584943618142,114.05606356054,20.1176154290676,60441.1870320182
2014,"OR",3588550,525590,147690676,245890,1069902,1159420,220586618,14.6463056109013,298.143261205779,32.3088712711262,61469.5679313372
2014,"PA",12198290,1533070,546552494,929330,4264818,3177640,782490778,12.5679091085718,349.624250612176,26.0498807619757,64147.5795377877
2014,"RI",1032430,141010,45840060,86140,403672,314820,64640946,13.6580688279109,390.992125374117,30.4931084916169,62610.4878781128
2014,"SC",4193070,633980,154947706,140590,437132,1015390,225071754,15.1197094253137,104.251061871135,24.2159086301922,53677.0800392076
2014,"SD",809060,115650,30552498,15060,51940,117050,49915258,14.294366301634,64.1979581242429,14.4674066200282,61695.3724074852
2014,"TN",5779430,998140,229927678,202500,620416,1015670,322255390,17.2705612837252,107.348994624037,17.5738783928519,55759.0264091788
2014,"TX",23686850,4537220,1127464180,794250,3740510,4532830,1620169706,19.1550163909511,157.915045689908,19.13648290085,68399.5426154174
2014,"UT",2411260,364560,107572930,84770,329040,775700,151634146,15.1190663802327,136.459776216584,32.1699028723572,62885.8546983735
2014,"VA",7660290,1130440,399485764,229960,830816,2505250,563379208,14.7571436590521,108.457512705133,32.7043754218182,73545.4151213596
2014,"VT",634900,109380,25089712,37900,139342,164310,37478236,17.227909907072,219.470782800441,25.8796660891479,59030.1401795558
2014,"WA",6591950,864630,337992938,400850,1968790,1857920,486565518,13.1164526429964,298.665796918969,28.1846797988456,73812.0765479107
2014,"WI",5551560,668040,236500876,389500,1333716,1630780,336832624,12.0333744028705,240.241661803169,29.375166619833,60673.5087074624
2014,"WV",1549490,169350,56038202,99980,376060,224560,78350632,10.9294025776223,242.699210708039,14.4925104389186,50565.4324971442
2014,"WY",551030,80760,25133066,22260,87758,105870,42188636,14.6561893181859,159.261746184418,19.2131099940112,76563.2288623124
2015,"AK",717480,109280,35130634,167010,473694,142970,50314268,15.2310865808106,660.219100183977,19.9266878519262,70126.3700730334
2015,"AL",4055820,668260,159989906,113900,339976,854130,225825000,16.4765694730042,83.8242328308455,21.0593665399352,55679.24612039
2015,"AR",2424050,382150,91535682,106900,403672,446070,134699118,15.7649388420206,166.527918153503,18.4018481466966,55567.7968688765
2015,"AZ",5715550,871190,240119862,169130,599664,1444670,352741144,15.2424526073606,104.917986895399,25.2761326556499,61716.0455249276
2015,"CA",34945470,6494050,1893994370,2282030,10434812,9629960,2813208332,18.5833814797741,298.602708734494,27.5571053987827,80502.8042833592
2015,"CO",5157150,892190,259558440,179130,871088,1511970,384216816,17.3000591411923,168.908796525213,29.3179372327739,74501.7724906198
2015,"CT",3479350,545420,222800540,233900,1152894,1317080,335469206,15.6759164786526,331.353270007329,37.8541969045943,96417.2060873439
2015,"DC",680890,119080,44124834,22710,95174,173870,64878950,17.4888748549692,139.778818898794,25.5356959273892,95285.5086724728
2015,"DE",896250,108190,39973784,38050,152590,255880,58032496,12.0714086471409,170.253835425384,28.550069735007,64750.3442119944
2015,"FL",18897280,3667390,750598598,372720,1145334,3557250,1260772016,19.4069728553527,60.608405019135,18.8241376536729,66717.1156907237
2015,"GA",8758810,1831750,388966446,261220,710130,2387550,541659698,20.9132290802061,81.0760822531828,27.2588399565694,61841.6997286161
2015,"HI",1353270,204500,57887892,48760,250146,309510,84545586,15.1115446289358,184.845596222483,22.8712673745816,62475.0315901483
2015,"IA",2871880,396540,123916658,164550,634928,765370,177863192,13.807679986629,221.084446425338,26.6504867891416,61932.6684958982
2015,"ID",1416550,224980,54052690,73390,249184,363940,80670976,15.8822491263986,175.909074864989,25.6919981645547,56948.9082630334
2015,"IL",12178890,1839230,613352022,550810,2837844,3437460,894087450,15.1017867802402,233.013353433687,28.2247396930262,73412.8849180837
2015,"IN",6138500,787300,253187640,148710,563098,1263850,349207660,12.8256088620999,91.7321821291847,20.5889060845483,56888.1094729983
2015,"KS",2642210,380290,116317584,93630,339178,607790,169296424,14.3928756609051,128.369054692852,23.0030921085001,64073.7957997283
2015,"KY",3770310,534520,147941794,155090,574602,871920,207412198,14.1770835819866,152.401791895096,23.1259498555822,55011.9746121672
2015,"LA",3939890,725550,162893082,103460,355592,653530,229077462,18.4154887573003,90.2542964397483,16.5875189408841,58143.1111020866
2015,"MA",6717870,1007930,408038752,370320,2412236,2236650,602069346,15.0037139748164,359.077505221149,33.2940351629311,89622.0596706992
2015,"MD",5866480,1090610,321593190,200630,913950,2158730,447482008,18.5905346988313,155.791888832826,36.797704926975,76277.7692926593
2015,"ME",1274390,210320,49633982,56010,219642,330430,71705366,16.5035821059487,172.35069327286,25.9284834312887,56266.4223667794
2015,"MI",9310520,1348810,386749544,482870,1590154,2283010,558774798,14.4869459493133,170.791105115504,24.5207571650133,60015.4231987043
2015,"MN",5389900,760210,274641308,252280,1247572,1728070,388890762,14.1043433087812,231.464776711998,32.0612627321472,72151.758288651
2015,"MO",5496860,782300,228045826,227800,665012,1292000,328895642,14.2317614056025,120.980341504059,23.5043279253974,59833.3670495519
2015,"MS",2456570,441070,86811882,69850,211936,435060,120039164,17.9547092083678,86.2731369348319,17.7100591475106,48864.5403957551
2015,"MT",976410,152730,35430476,52250,194298,249780,56041030,15.6419946538851,198.99222662611,25.5814668018558,57394.9775196895
2015,"NC",8798100,1453860,375164640,196830,593442,2283750,529498594,16.5247041974972,67.4511542264807,25.9573089644355,60183.2888919198
2015,"ND",728040,94560,34158222,23440,109380,104910,51418982,12.9882973462997,150.238997857261,14.409922531729,70626.5891983957
2015,"NE",1773700,246140,77838914,41560,136662,433220,111703422,13.8772058408976,77.049106387777,24.4246490387326,62977.6298133845
2015,"NH",1370360,202430,71093802,47660,224560,407560,98965810,14.7720307072594,163.869348200473,29.7410899325725,72218.8403047374
2015,"NJ",8665760,1298030,530210852,525380,3222090,3135850,740978926,14.9788362474844,371.818513321394,36.1866702978158,85506.5136814313
2015,"NM",1803020,248090,64344936,61750,297428,353030,94771622,13.75969207219,164.961009861233,19.5799270113476,52562.7125600382
2015,"NV",2655860,390950,109629854,138670,613108,543330,171029660,14.7202789303653,230.851023773844,20.4577801540744,64397.0917141717
2015,"NY",18987880,3152390,1029647946,645160,3159454,4784500,1596164366,16.6021167186647,166.393193974261,25.1976523972134,84062.2737240808
2015,"OH",11070550,1480650,460171052,390330,1633922,2576610,650351330,13.3746742483436,147.591763733509,23.2744533921079,58746.0722367001
2015,"OK",3236090,529230,133663130,100070,496082,651150,194391386,16.3539950990238,153.296725369196,20.1215046553093,60069.8330392542
2015,"OR",3688490,542420,159329344,205590,909090,1197960,238155606,14.7057467961144,246.466711310048,32.4783312412396,64567.2364571952
2015,"PA",12260970,1560480,566952328,804000,3849696,3179610,811323148,12.7272148940908,313.979725910756,25.9327769336358,66171.204072761
2015,"RI",1043410,145150,47906676,76030,340154,317440,67144936,13.9111183523255,326.002242646706,30.4233235257473,64351.4399900327
2015,"SC",4282460,663150,165372972,118800,354856,1047880,241382838,15.4852584729338,82.8626537083826,24.4691135468866,56365.4623744296
2015,"SD",816810,115620,31907982,13600,49934,116940,51054458,14.1550666617696,61.1329440139078,14.3166709516289,62504.6926457805
2015,"TN",5861620,1017750,242490274,121330,414156,1007870,340778378,17.3629474445631,70.6555525605549,17.1943933588325,58137.2347576267
2015,"TX",23987320,4671750,1171369590,821860,4245756,4644350,1649637654,19.4759147749728,177.000015007929,19.3616877583657,68771.2363865576
2015,"UT",2495930,376470,115184240,72410,286724,802760,161654732,15.0833557030846,114.876619135953,32.1627609748671,64767.3340197842
2015,"VA",7738420,1168600,415789710,180280,637104,2528530,583229482,15.1012739034583,82.329984673874,32.6750163470062,75368.0314586182
2015,"VT",641150,109550,25821520,31850,119236,164940,38144662,17.086485221867,185.972081416205,25.7256492240505,59494.1308586134
2015,"WA",6772330,891960,360140068,345510,1721222,1897910,520369772,13.170651755009,254.155069230235,28.0244760665827,76837.6278179002
2015,"WI",5609740,672740,246844942,313080,1051898,1618220,350994494,11.9923561519785,187.512790254094,28.8466132120205,62568.7632581902
2015,"WV",1544800,167650,56629814,98850,399554,223440,79292350,10.8525375453133,258.644484722942,14.4640082858622,51328.5538581046
2015,"WY",547760,81060,25064622,25530,117422,106060,42063198,14.7984518767343,214.367606250913,19.3624945231488,76791.2918066306
