"YEAR","STATE","RETURNSCOUNT","NUM_BUS_INCOME","SAL&WAGES","UNEMP_COMP_Count","UNEMP_COMP$","NUM_RE_TAXES","AGI","PERC_BUSINESS_RETURN","UNEMP_COMP_PR","PERC_RE","AGI_PR"
2012,"NC",8456560,1354730,331088947,689110,4330731,2495390,464455864,16.01987096408,512.114973464387,29.5083343581787,54922.5529056732
2012,"ND",697970,92890,29417175,26720,123480,109640,49288483,13.3085949252833,176.913047838732,15.7084115363125,70616.9076034787
2012,"NE",1719520,244480,69998527,80400,334463,453820,104076672,14.2179212803573,194.509514283056,26.3922489997209,60526.5841630222
2012,"NH",1341630,198860,63532544,85660,503967,433250,88753864,14.8222684346653,375.637843518705,32.2928080022063,66153.7562517237
2012,"NJ",8494940,1207690,481950581,1088400,9071238,3202180,676813008,14.216580693919,1067.84014954785,37.695145580781,79672.4883283461
2012,"NM",1777890,249050,60522382,112280,725069,386360,89478983,14.008178233749,407.825568510988,21.7313782067507,50328.7509350972
2012,"NV",2529270,343580,96898926,250090,1672637,572340,154672228,13.5841566934333,661.312157262768,22.6286636064952,61152.9128958158
2012,"NY",18459280,3079520,915236177,1646340,10870431,4893480,1422666677,16.6827741927096,588.887053016152,26.5095930068778,77070.5399668893
2012,"OH",10889170,1449740,420713260,714150,3946029,2868230,597945499,13.3135950673926,362.381063019496,26.3402077476979,54911.9445283708
2012,"OK",3182580,511170,123721493,146620,756234,695610,186358184,16.0614972757951,237.616650641932,21.8567954301227,58555.6950650101
2012,"OR",3469990,511780,134566094,395030,2421255,1182980,200666506,14.7487456736187,697.770022391995,34.0917408983888,57829.1309196856
2012,"PA",12112550,1498100,518885273,1344390,9096462,3353620,742865836,12.3681635989119,750.99479465513,27.6871509302335,61330.2596067715
2012,"RI",1013410,137910,42776914,121720,922765,328060,61431543,13.608509882476,910.554464629321,32.3718929159965,60618.6469444746
2012,"SC",4096300,607580,145614496,285560,1430436,1073400,209411402,14.8324097356151,349.201962746869,26.2041354392989,51122.086272978
2012,"SD",812650,114870,28521333,23070,102981,129540,47450741,14.1352365717098,126.722451239771,15.9404417645973,58390.1322832708
2012,"TN",5683490,971400,218422010,358470,1697012,1145260,305507215,17.0916109643898,298.58625598004,20.1506468736639,53753.4534238646
2012,"TX",22825410,4272210,1027945873,1223870,7497117,4733860,1492100271,18.7169036613143,328.454866747191,20.7394303103427,65370.1410401828
2012,"UT",2313960,347530,98999673,123890,606269,789450,139560065,15.0188421580321,262.004961192069,34.1168386661826,60312.2201766668
2012,"VA",7533070,1075920,384473635,343710,1701304,2585530,536143689,14.2826231536412,225.844708730969,34.3223944553814,71172.0041098782
2012,"VT",629930,110020,23581964,51560,231520,171980,34757635,17.4654326671217,367.532900481006,27.3014461924341,55176.9799819028
2012,"WA",6385650,831350,305465469,598010,4129744,1973370,443919576,13.0190348672414,646.722573269753,30.9031970120505,69518.3068285922
2012,"WI",5480750,662080,223763882,597740,2757745,1770560,317448332,12.0800985266615,503.169274278155,32.3050677370798,57920.6006477216
2012,"WV",1548180,169910,54804144,131210,661789,242850,75241408,10.9748220491157,427.462568951931,15.6861605239701,48599.9095712385
2012,"WY",591040,80010,24023096,35750,189532,116540,40858537,13.5371548456957,320.67541959935,19.7177855982675,69129.9015295073
2013,"AK",710340,107110,32966200,179470,430472,147700,46067816,15.0786947095757,606.008390348284,20.7928597572993,64853.1914294563
2013,"AL",4046400,648850,151550066,195370,736096,889950,210179522,16.0352412020561,181.913799920917,21.9936239620403,51942.3492487149
2013,"AR",2407010,371830,86257206,156540,738404,463210,124241140,15.4477962285159,306.772302566254,19.2442075437992,51616.3788268433
2013,"AZ",5530920,816610,220597976,254290,1121714,1437450,316364406,14.7644514836591,202.807851135073,25.989347161051,57199.23737823
2013,"CA",33726920,6127980,1663718920,3096070,19077112,9460680,2418380792,18.1694029576374,565.634573213326,28.0508270544716,71704.7626050644
2013,"CO",4923130,835260,231783566,259020,1595554,1508090,334613708,16.9660358349262,324.093412117901,30.6327478656871,67967.676660986
2013,"CT",3453600,525960,208411108,342390,2244724,1331680,311066674,15.2293259207783,649.966411860088,38.5591846189483,90070.2669678017
2013,"DC",653350,114130,38480114,31850,178862,170320,55013508,17.4684319277569,273.761383638173,26.0687227366649,84202.2009642611
2013,"DE",870340,100090,37222978,58270,304954,257890,52888868,11.5001034078636,350.38490704782,29.6309488245973,60768.0538640072
2013,"FL",18263140,3335850,672868920,739590,3642792,3548680,1081470238,18.265478992112,199.461428867106,19.4308317189706,59216.0076525723
2013,"GA",8585970,1710900,355002992,439490,1998380,2415540,483127450,19.9266943630131,232.749473850945,28.1335713961265,56269.4081157982
2013,"HI",1325600,195410,52934794,75260,481484,306780,76248650,14.7412492456246,363.219674109837,23.1427278213639,57520.1041038021
2013,"IA",2833720,395990,114720820,198590,878896,764280,164950920,13.9742105783211,310.156261027907,26.9709074996824,58210.0278079697
2013,"ID",1355750,215160,48863546,111740,439204,355200,71570808,15.8701825557809,323.956481652222,26.1995205605753,52790.5646321224
2013,"IL",12047780,1767980,564142212,850830,5746992,3617390,811144188,14.6747367564813,477.016678591409,30.0253656690278,67327.2742364153
2013,"IN",6027170,763600,233975860,334780,1550956,1304090,319857986,12.6692958718603,257.327402412741,21.6368544441255,53069.3486329405
2013,"KS",2617490,376820,109069966,135260,639550,647610,157262340,14.3962345605905,244.337132138041,24.7416418018789,60081.3527463333
2013,"KY",3720070,525840,136523880,252620,1300486,890180,188720000,14.1352178856849,349.586432513367,23.9291196133406,50730.2281946307
2013,"LA",3959820,708400,157124686,132920,479532,667200,222866984,17.8897020571642,121.099443914117,16.8492507235177,56282.0996914001
2013,"MA",6520440,950520,364685814,509000,3881384,2223450,529535622,14.5775438467343,595.264123280024,34.0996926587776,81211.6393985682
2013,"MD",5820970,1069170,300850510,304500,1818452,2156840,410515586,18.3675572971515,312.396731129004,37.0529310407028,70523.5701266284
2013,"ME",1254060,205070,46205378,85360,411510,335380,65854152,16.3524871218283,328.14219415339,26.7435369918505,52512.7601550165
2013,"MI",9186100,1325670,355002238,722790,3370866,2325450,508666492,14.4312602736744,366.952896223642,25.3148779133691,55373.4982201369
2013,"MN",5245530,747870,249850868,318290,1769432,1757230,348804760,14.2572819143156,337.32187214638,33.49957011017,66495.61817395
2013,"MO",5405400,770270,212291888,351820,1376820,1328420,299798490,14.2500092500092,254.711954711955,24.5757945757946,55462.7761127761
